ITEM_NUMBER,AWARD_YEAR,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREVIATION,AWARDED_SERVICE,YCA_FARE,_CA_FARE,BUSINESS_FARE,EFFECTIVE_DATE,EXPIRATION_DATE
5474,2014,BOI,BOS,BOISE,ID,USA,BOSTON,MA,USA,UA,C,146,0,0,10/1/2013 0:00,9/30/2014 0:00
5475,2014,BOI,BWI,BOISE,ID,USA,WASHINGTON,DC,USA,UA,C,108,0,0,10/1/2013 0:00,9/30/2014 0:00
5476,2014,BOI,CAE,BOISE,ID,USA,COLUMBIA,SC,USA,UA,C,123,0,0,10/1/2013 0:00,9/30/2014 0:00
5477,2014,BOI,COS,BOISE,ID,USA,COLORADO SPRINGS,CO,USA,UA,C,348,0,0,10/1/2013 0:00,9/30/2014 0:00
5478,2014,BOI,DAY,BOISE,ID,USA,DAYTON,OH,USA,UA,C,119,0,0,10/1/2013 0:00,9/30/2014 0:00
5479,2014,BOI,DFW,BOISE,ID,USA,DALLAS-FT. WORTH,TX,USA,DL,C,325,0,0,10/1/2013 0:00,9/30/2014 0:00
5481,2014,BOI,EAT,BOISE,ID,USA,WENATCHEE,WA,USA,AS,C,289,0,0,10/1/2013 0:00,9/30/2014 0:00
5483,2014,BOI,ELP,BOISE,ID,USA,EL PASO,TX,USA,US,C,370,0,0,10/1/2013 0:00,9/30/2014 0:00
5486,2014,BOI,FAT,BOISE,ID,USA,FRESNO,CA,USA,UA,C,310,0,0,10/1/2013 0:00,9/30/2014 0:00
5490,2014,BOI,HOU,BOISE,ID,USA,HOUSTON,TX,USA,WN,C,375,0,0,10/1/2013 0:00,9/30/2014 0:00
5492,2014,BOI,IAD,BOISE,ID,USA,WASHINGTON,DC,USA,UA,C,302,0,0,10/1/2013 0:00,9/30/2014 0:00
5493,2014,BOI,IAH,BOISE,ID,USA,HOUSTON,TX,USA,US,C,383,0,0,10/1/2013 0:00,9/30/2014 0:00
5494,2014,BOI,LIT,BOISE,ID,USA,LITTLE ROCK,AR,USA,UA,C,138,0,0,10/1/2013 0:00,9/30/2014 0:00
5495,2014,BOI,MCI,BOISE,ID,USA,KANSAS CITY,MO,USA,UA,C,237,0,0,10/1/2013 0:00,9/30/2014 0:00
5496,2014,BOI,MCO,BOISE,ID,USA,ORLANDO,FL,USA,WN,C,400,0,0,10/1/2013 0:00,9/30/2014 0:00
5497,2014,BOI,MDT,BOISE,ID,USA,HARRISBURG,PA,USA,UA,C,140,0,0,10/1/2013 0:00,9/30/2014 0:00
5500,2014,BOI,OKC,BOISE,ID,USA,OKLAHOMA CITY,OK,USA,DL,C,441,0,0,10/1/2013 0:00,9/30/2014 0:00
5501,2014,BOI,OMA,BOISE,ID,USA,OMAHA,NE,USA,UA,C,119,0,0,10/1/2013 0:00,9/30/2014 0:00
5502,2014,BOI,ORD,BOISE,ID,USA,CHICAGO,IL,USA,UA,C,368,0,0,10/1/2013 0:00,9/30/2014 0:00
5503,2014,BOI,ORF,BOISE,ID,USA,NORFOLK,VA,USA,UA,C,125,0,0,10/1/2013 0:00,9/30/2014 0:00
5504,2014,BOI,PHL,BOISE,ID,USA,PHILADELPHIA,PA,USA,UA,C,448,0,0,10/1/2013 0:00,9/30/2014 0:00
5505,2014,BOI,RAP,BOISE,ID,USA,RAPID CITY,SD,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5507,2014,BOI,RDU,BOISE,ID,USA,RALEIGH-DURHAM,NC,USA,UA,C,124,0,0,10/1/2013 0:00,9/30/2014 0:00
5508,2014,BOI,RIC,BOISE,ID,USA,RICHMOND,VA,USA,UA,C,128,0,0,10/1/2013 0:00,9/30/2014 0:00
5510,2014,BOI,STL,BOISE,ID,USA,ST. LOUIS,MO,USA,UA,C,295,0,0,10/1/2013 0:00,9/30/2014 0:00
5511,2014,BOI,TUS,BOISE,ID,USA,TUCSON,AZ,USA,US,C,416,0,0,10/1/2013 0:00,9/30/2014 0:00
5513,2014,BOS,CID,BOSTON,MA,USA,CEDAR RAPIDS,IA,USA,AA,C,358,0,0,10/1/2013 0:00,9/30/2014 0:00
5514,2014,BOS,CRW,BOSTON,MA,USA,CHARLESTON,WV,USA,UA,C,118,0,0,10/1/2013 0:00,9/30/2014 0:00
5517,2014,BOS,DSM,BOSTON,MA,USA,DES MOINES,IA,USA,AA,C,268,0,0,10/1/2013 0:00,9/30/2014 0:00
5518,2014,BOS,ECP,BOSTON,MA,USA,PANAMA CITY,FL,USA,WN,C,329,0,0,10/1/2013 0:00,9/30/2014 0:00
5519,2014,BOS,ELP,BOSTON,MA,USA,EL PASO,TX,USA,UA,C,236,0,0,10/1/2013 0:00,9/30/2014 0:00
5520,2014,BOS,EYW,BOSTON,MA,USA,KEY WEST,FL,USA,DL,C,325,0,0,10/1/2013 0:00,9/30/2014 0:00
5521,2014,BOS,FAY,BOSTON,MA,USA,FAYETTEVILLE,NC,USA,US,C,385,0,0,10/1/2013 0:00,9/30/2014 0:00
5522,2014,BOS,GEG,BOSTON,MA,USA,SPOKANE,WA,USA,UA,C,130,0,0,10/1/2013 0:00,9/30/2014 0:00
5523,2014,BOS,GPT,BOSTON,MA,USA,GULFPORT,MS,USA,US,C,436,0,0,10/1/2013 0:00,9/30/2014 0:00
5524,2014,BOS,GRK,BOSTON,MA,USA,KILLEEN GRAY AAF,TX,USA,AA,C,386,0,0,10/1/2013 0:00,9/30/2014 0:00
5525,2014,BOS,GRR,BOSTON,MA,USA,GRAND RAPIDS,MI,USA,AA,C,212,0,0,10/1/2013 0:00,9/30/2014 0:00
5526,2014,BOS,HOU,BOSTON,MA,USA,HOUSTON,TX,USA,AA,C,188,0,0,10/1/2013 0:00,9/30/2014 0:00
5527,2014,BOS,ICT,BOSTON,MA,USA,WICHITA,KS,USA,WN,C,148,0,0,10/1/2013 0:00,9/30/2014 0:00
5528,2014,BOS,JAN,BOSTON,MA,USA,JACKSON,MS,USA,US,C,446,0,0,10/1/2013 0:00,9/30/2014 0:00
5529,2014,BOS,LIT,BOSTON,MA,USA,LITTLE ROCK,AR,USA,UA,C,205,0,0,10/1/2013 0:00,9/30/2014 0:00
5530,2014,BOS,LSE,BOSTON,MA,USA,LA CROSSE,WI,USA,AA,C,357,0,0,10/1/2013 0:00,9/30/2014 0:00
5531,2014,BOS,MGM,BOSTON,MA,USA,MONTGOMERY,AL,USA,US,C,431,0,0,10/1/2013 0:00,9/30/2014 0:00
5532,2014,BOS,MLI,BOSTON,MA,USA,MOLINE,IL,USA,UA,C,162,0,0,10/1/2013 0:00,9/30/2014 0:00
5533,2014,BOS,MOB,BOSTON,MA,USA,MOBILE,AL,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5534,2014,BOS,MRY,BOSTON,MA,USA,MONTEREY,CA,USA,UA,C,328,0,0,10/1/2013 0:00,9/30/2014 0:00
5535,2014,BOS,MSN,BOSTON,MA,USA,MADISON,WI,USA,UA,C,164,0,0,10/1/2013 0:00,9/30/2014 0:00
5536,2014,BOS,OAJ,BOSTON,MA,USA,JACKSONVILLE,NC,USA,US,C,238,0,0,10/1/2013 0:00,9/30/2014 0:00
5537,2014,BOS,OMA,BOSTON,MA,USA,OMAHA,NE,USA,AA,C,197,0,0,10/1/2013 0:00,9/30/2014 0:00
5538,2014,BOS,PSP,BOSTON,MA,USA,PALM SPRINGS,CA,USA,AA,C,276,0,0,10/1/2013 0:00,9/30/2014 0:00
5539,2014,BOS,RNO,BOSTON,MA,USA,RENO,NV,USA,AA,C,265,0,0,10/1/2013 0:00,9/30/2014 0:00
5540,2014,BOS,SDF,BOSTON,MA,USA,LOUISVILLE,KY,USA,UA,C,174,0,0,10/1/2013 0:00,9/30/2014 0:00
5541,2014,BOS,SHV,BOSTON,MA,USA,SHREVEPORT,LA,USA,AA,C,246,0,0,10/1/2013 0:00,9/30/2014 0:00
5542,2014,BOS,SMF,BOSTON,MA,USA,SACRAMENTO,CA,USA,AA,C,270,0,0,10/1/2013 0:00,9/30/2014 0:00
5543,2014,BOS,TUL,BOSTON,MA,USA,TULSA,OK,USA,AA,C,213,0,0,10/1/2013 0:00,9/30/2014 0:00
5544,2014,BOS,TYS,BOSTON,MA,USA,KNOXVILLE,TN,USA,UA,C,181,0,0,10/1/2013 0:00,9/30/2014 0:00
5545,2014,BOS,VPS,BOSTON,MA,USA,FT. WALTON BEACH,FL,USA,US,C,325,0,0,10/1/2013 0:00,9/30/2014 0:00
5547,2014,BQK,DEN,BRUNSWICK,GA,USA,DENVER,CO,USA,DL,C,568,0,0,10/1/2013 0:00,9/30/2014 0:00
5548,2014,BQK,IAD,BRUNSWICK,GA,USA,WASHINGTON,DC,USA,DL,C,536,0,0,10/1/2013 0:00,9/30/2014 0:00
5550,2014,BQK,PHL,BRUNSWICK,GA,USA,PHILADELPHIA,PA,USA,DL,C,476,0,0,10/1/2013 0:00,9/30/2014 0:00
5553,2014,BRO,MIA,BROWNSVILLE,TX,USA,MIAMI,FL,USA,UA,C,159,0,0,10/1/2013 0:00,9/30/2014 0:00
5554,2014,BRO,ORD,BROWNSVILLE,TX,USA,CHICAGO,IL,USA,UA,C,103,0,0,10/1/2013 0:00,9/30/2014 0:00
5555,2014,BRO,PHL,BROWNSVILLE,TX,USA,PHILADELPHIA,PA,USA,UA,C,129,0,0,10/1/2013 0:00,9/30/2014 0:00
5558,2014,BTR,BWI,BATON ROUGE,LA,USA,WASHINGTON,DC,USA,US,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
5559,2014,BTR,CAE,BATON ROUGE,LA,USA,COLUMBIA,SC,USA,US,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
5560,2014,BTR,DEN,BATON ROUGE,LA,USA,DENVER,CO,USA,AA,C,335,0,0,10/1/2013 0:00,9/30/2014 0:00
5561,2014,BTR,IAD,BATON ROUGE,LA,USA,WASHINGTON,DC,USA,US,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
5562,2014,BTR,MCI,BATON ROUGE,LA,USA,KANSAS CITY,MO,USA,AA,C,215,0,0,10/1/2013 0:00,9/30/2014 0:00
5563,2014,BTR,MCO,BATON ROUGE,LA,USA,ORLANDO,FL,USA,DL,C,475,0,0,10/1/2013 0:00,9/30/2014 0:00
5564,2014,BTR,OKC,BATON ROUGE,LA,USA,OKLAHOMA CITY,OK,USA,AA,C,250,0,0,10/1/2013 0:00,9/30/2014 0:00
5565,2014,BTR,SAN,BATON ROUGE,LA,USA,SAN DIEGO,CA,USA,UA,C,111,0,0,10/1/2013 0:00,9/30/2014 0:00
5566,2014,BTR,SAT,BATON ROUGE,LA,USA,SAN ANTONIO,TX,USA,AA,C,276,0,0,10/1/2013 0:00,9/30/2014 0:00
5567,2014,BTR,SEA,BATON ROUGE,LA,USA,SEATTLE-TACOMA,WA,USA,UA,C,232,0,0,10/1/2013 0:00,9/30/2014 0:00
5568,2014,BTR,SJU,BATON ROUGE,LA,USA,SAN JUAN,PR,USA,DL,C,459,0,754,10/1/2013 0:00,9/30/2014 0:00
5569,2014,BTR,STL,BATON ROUGE,LA,USA,ST. LOUIS,MO,USA,DL,C,446,0,0,10/1/2013 0:00,9/30/2014 0:00
5570,2014,BTV,BWI,BURLINGTON,VT,USA,WASHINGTON,DC,USA,UA,C,253,0,0,10/1/2013 0:00,9/30/2014 0:00
5571,2014,BTV,CAE,BURLINGTON,VT,USA,COLUMBIA,SC,USA,UA,C,131,0,0,10/1/2013 0:00,9/30/2014 0:00
5572,2014,BTV,DEN,BURLINGTON,VT,USA,DENVER,CO,USA,UA,C,104,0,0,10/1/2013 0:00,9/30/2014 0:00
5573,2014,BTV,DFW,BURLINGTON,VT,USA,DALLAS-FT. WORTH,TX,USA,US,C,444,0,0,10/1/2013 0:00,9/30/2014 0:00
5574,2014,BTV,IND,BURLINGTON,VT,USA,INDIANAPOLIS,IN,USA,UA,C,111,0,0,10/1/2013 0:00,9/30/2014 0:00
5575,2014,BTV,JAX,BURLINGTON,VT,USA,JACKSONVILLE,FL,USA,UA,C,204,0,0,10/1/2013 0:00,9/30/2014 0:00
5576,2014,BTV,LAX,BURLINGTON,VT,USA,LOS ANGELES,CA,USA,UA,C,121,0,0,10/1/2013 0:00,9/30/2014 0:00
5577,2014,BTV,LIT,BURLINGTON,VT,USA,LITTLE ROCK,AR,USA,UA,C,154,0,0,10/1/2013 0:00,9/30/2014 0:00
5578,2014,BTV,MCI,BURLINGTON,VT,USA,KANSAS CITY,MO,USA,US,C,446,0,0,10/1/2013 0:00,9/30/2014 0:00
5579,2014,BTV,MCO,BURLINGTON,VT,USA,ORLANDO,FL,USA,UA,C,198,0,0,10/1/2013 0:00,9/30/2014 0:00
5580,2014,BTV,MSP,BURLINGTON,VT,USA,MINNEAPOLIS-ST.PAUL,MN,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
5581,2014,BTV,OKC,BURLINGTON,VT,USA,OKLAHOMA CITY,OK,USA,UA,C,146,0,0,10/1/2013 0:00,9/30/2014 0:00
5582,2014,BTV,ORF,BURLINGTON,VT,USA,NORFOLK,VA,USA,UA,C,148,0,0,10/1/2013 0:00,9/30/2014 0:00
5583,2014,BTV,SAT,BURLINGTON,VT,USA,SAN ANTONIO,TX,USA,UA,C,112,0,0,10/1/2013 0:00,9/30/2014 0:00
5584,2014,BTV,SEA,BURLINGTON,VT,USA,SEATTLE-TACOMA,WA,USA,UA,C,142,0,0,10/1/2013 0:00,9/30/2014 0:00
5585,2014,BTV,SLC,BURLINGTON,VT,USA,SALT LAKE CITY,UT,USA,UA,C,115,0,0,10/1/2013 0:00,9/30/2014 0:00
5586,2014,BTV,STL,BURLINGTON,VT,USA,ST. LOUIS,MO,USA,UA,C,115,0,0,10/1/2013 0:00,9/30/2014 0:00
5587,2014,BUF,BWI,BUFFALO,NY,USA,WASHINGTON,DC,USA,WN,C,189,0,0,10/1/2013 0:00,9/30/2014 0:00
5588,2014,BUF,CAE,BUFFALO,NY,USA,COLUMBIA,SC,USA,UA,C,179,0,0,10/1/2013 0:00,9/30/2014 0:00
5589,2014,BUF,CHS,BUFFALO,NY,USA,CHARLESTON,SC,USA,UA,C,215,0,0,10/1/2013 0:00,9/30/2014 0:00
5590,2014,BUF,CVG,BUFFALO,NY,USA,CINCINNATI,OH,USA,DL,C,474,0,0,10/1/2013 0:00,9/30/2014 0:00
5591,2014,BUF,DFW,BUFFALO,NY,USA,DALLAS-FT. WORTH,TX,USA,UA,C,184,0,0,10/1/2013 0:00,9/30/2014 0:00
5592,2014,BUF,GPT,BUFFALO,NY,USA,GULFPORT,MS,USA,US,C,424,0,0,10/1/2013 0:00,9/30/2014 0:00
5593,2014,BUF,HSV,BUFFALO,NY,USA,HUNTSVILLE,AL,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
5594,2014,BUF,JAX,BUFFALO,NY,USA,JACKSONVILLE,FL,USA,WN,C,269,0,0,10/1/2013 0:00,9/30/2014 0:00
5595,2014,BUF,LIT,BUFFALO,NY,USA,LITTLE ROCK,AR,USA,AA,C,239,0,0,10/1/2013 0:00,9/30/2014 0:00
5596,2014,BUF,MIA,BUFFALO,NY,USA,MIAMI,FL,USA,US,C,269,0,0,10/1/2013 0:00,9/30/2014 0:00
5597,2014,BUF,MSY,BUFFALO,NY,USA,NEW ORLEANS,LA,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5598,2014,BUF,OKC,BUFFALO,NY,USA,OKLAHOMA CITY,OK,USA,UA,C,115,0,0,10/1/2013 0:00,9/30/2014 0:00
5599,2014,BUF,ORF,BUFFALO,NY,USA,NORFOLK,VA,USA,WN,C,150,0,0,10/1/2013 0:00,9/30/2014 0:00
5600,2014,BUF,RIC,BUFFALO,NY,USA,RICHMOND,VA,USA,US,C,340,0,0,10/1/2013 0:00,9/30/2014 0:00
5601,2014,BUF,SAT,BUFFALO,NY,USA,SAN ANTONIO,TX,USA,UA,C,229,0,0,10/1/2013 0:00,9/30/2014 0:00
5602,2014,BUF,SAV,BUFFALO,NY,USA,SAVANNAH,GA,USA,US,C,280,0,0,10/1/2013 0:00,9/30/2014 0:00
5603,2014,BUF,SDF,BUFFALO,NY,USA,LOUISVILLE,KY,USA,UA,C,80,0,0,10/1/2013 0:00,9/30/2014 0:00
5604,2014,BUF,SEA,BUFFALO,NY,USA,SEATTLE-TACOMA,WA,USA,UA,C,206,0,0,10/1/2013 0:00,9/30/2014 0:00
5605,2014,BUF,SLC,BUFFALO,NY,USA,SALT LAKE CITY,UT,USA,UA,C,125,0,0,10/1/2013 0:00,9/30/2014 0:00
5606,2014,BUF,STL,BUFFALO,NY,USA,ST. LOUIS,MO,USA,UA,C,154,0,0,10/1/2013 0:00,9/30/2014 0:00
5607,2014,BUR,DFW,LOS ANGELES,CA,USA,DALLAS-FT. WORTH,TX,USA,US,C,447,0,0,10/1/2013 0:00,9/30/2014 0:00
5608,2014,BUR,ELP,LOS ANGELES,CA,USA,EL PASO,TX,USA,WN,C,270,0,0,10/1/2013 0:00,9/30/2014 0:00
5609,2014,BUR,IAD,LOS ANGELES,CA,USA,WASHINGTON,DC,USA,UA,C,411,0,0,10/1/2013 0:00,9/30/2014 0:00
5610,2014,BUR,PHX,LOS ANGELES,CA,USA,PHOENIX/SCOTTSDALE,AZ,USA,WN,C,189,0,0,10/1/2013 0:00,9/30/2014 0:00
5611,2014,BUR,SAT,LOS ANGELES,CA,USA,SAN ANTONIO,TX,USA,US,C,316,0,0,10/1/2013 0:00,9/30/2014 0:00
5612,2014,BWI,CHA,WASHINGTON,DC,USA,CHATTANOOGA,TN,USA,US,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
5613,2014,BWI,CID,WASHINGTON,DC,USA,CEDAR RAPIDS,IA,USA,UA,C,198,0,0,10/1/2013 0:00,9/30/2014 0:00
5614,2014,BWI,CRP,WASHINGTON,DC,USA,CORPUS CHRISTI,TX,USA,AA,C,382,0,0,10/1/2013 0:00,9/30/2014 0:00
5615,2014,BWI,CRW,WASHINGTON,DC,USA,CHARLESTON,WV,USA,DL,C,357,0,0,10/1/2013 0:00,9/30/2014 0:00
5616,2014,BWI,DHN,WASHINGTON,DC,USA,DOTHAN,AL,USA,DL,C,545,0,0,10/1/2013 0:00,9/30/2014 0:00
5617,2014,BWI,DSM,WASHINGTON,DC,USA,DES MOINES,IA,USA,AA,C,228,0,0,10/1/2013 0:00,9/30/2014 0:00
5618,2014,BWI,EVV,WASHINGTON,DC,USA,EVANSVILLE,IN,USA,AA,C,235,0,0,10/1/2013 0:00,9/30/2014 0:00
5619,2014,BWI,EWN,WASHINGTON,DC,USA,NEW BERN,NC,USA,DL,C,344,0,0,10/1/2013 0:00,9/30/2014 0:00
5620,2014,BWI,EYW,WASHINGTON,DC,USA,KEY WEST,FL,USA,WN,C,216,0,0,10/1/2013 0:00,9/30/2014 0:00
5621,2014,BWI,FAR,WASHINGTON,DC,USA,FARGO,ND,USA,AA,C,422,0,0,10/1/2013 0:00,9/30/2014 0:00
5622,2014,BWI,FAT,WASHINGTON,DC,USA,FRESNO,CA,USA,US,C,373,0,0,10/1/2013 0:00,9/30/2014 0:00
5623,2014,BWI,FSD,WASHINGTON,DC,USA,SIOUX FALLS,SD,USA,AA,C,293,0,0,10/1/2013 0:00,9/30/2014 0:00
5624,2014,BWI,FSM,WASHINGTON,DC,USA,FT. SMITH,AR,USA,DL,C,465,0,0,10/1/2013 0:00,9/30/2014 0:00
5625,2014,BWI,FWA,WASHINGTON,DC,USA,FT. WAYNE,IN,USA,DL,C,425,0,0,10/1/2013 0:00,9/30/2014 0:00
5626,2014,BWI,GEG,WASHINGTON,DC,USA,SPOKANE,WA,USA,UA,C,118,0,0,10/1/2013 0:00,9/30/2014 0:00
5627,2014,BWI,GNV,WASHINGTON,DC,USA,GAINESVILLE,FL,USA,US,C,347,0,0,10/1/2013 0:00,9/30/2014 0:00
5628,2014,BWI,GRB,WASHINGTON,DC,USA,GREEN BAY,WI,USA,UA,C,339,0,0,10/1/2013 0:00,9/30/2014 0:00
5629,2014,BWI,GSO,WASHINGTON,DC,USA,GREENSBORO,NC,USA,US,C,312,0,0,10/1/2013 0:00,9/30/2014 0:00
5631,2014,BWI,ICT,WASHINGTON,DC,USA,WICHITA,KS,USA,AA,C,175,0,0,10/1/2013 0:00,9/30/2014 0:00
5632,2014,BWI,IDA,WASHINGTON,DC,USA,IDAHO FALLS,ID,USA,DL,C,510,0,0,10/1/2013 0:00,9/30/2014 0:00
5633,2014,BWI,ILM,WASHINGTON,DC,USA,WILMINGTON,NC,USA,US,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
5634,2014,BWI,ISN,WASHINGTON,DC,USA,WILLISTON,ND,USA,DL,C,536,0,0,10/1/2013 0:00,9/30/2014 0:00
5635,2014,BWI,ISP,WASHINGTON,DC,USA,ISLIP,NY,USA,WN,C,188,0,0,10/1/2013 0:00,9/30/2014 0:00
5636,2014,BWI,LAN,WASHINGTON,DC,USA,LANSING,MI,USA,DL,C,422,0,0,10/1/2013 0:00,9/30/2014 0:00
5637,2014,BWI,LAW,WASHINGTON,DC,USA,LAWTON,OK,USA,AA,C,249,0,0,10/1/2013 0:00,9/30/2014 0:00
5638,2014,BWI,LBB,WASHINGTON,DC,USA,LUBBOCK,TX,USA,UA,C,294,0,0,10/1/2013 0:00,9/30/2014 0:00
5639,2014,BWI,LEX,WASHINGTON,DC,USA,LEXINGTON,KY,USA,US,C,342,0,0,10/1/2013 0:00,9/30/2014 0:00
5640,2014,BWI,LGA,WASHINGTON,DC,USA,NEW YORK,NY,USA,US,C,196,0,0,10/1/2013 0:00,9/30/2014 0:00
5641,2014,BWI,LGB,WASHINGTON,DC,USA,LOS ANGELES,CA,USA,DL,C,494,0,0,10/1/2013 0:00,9/30/2014 0:00
5642,2014,BWI,LNK,WASHINGTON,DC,USA,LINCOLN,NE,USA,DL,C,358,0,0,10/1/2013 0:00,9/30/2014 0:00
5643,2014,BWI,LSE,WASHINGTON,DC,USA,LA CROSSE,WI,USA,AA,C,365,0,0,10/1/2013 0:00,9/30/2014 0:00
5644,2014,BWI,MFE,WASHINGTON,DC,USA,MCALLEN,TX,USA,UA,C,148,0,0,10/1/2013 0:00,9/30/2014 0:00
5646,2014,BWI,MHT,WASHINGTON,DC,USA,MANCHESTER,NH,USA,WN,C,188,0,0,10/1/2013 0:00,9/30/2014 0:00
5647,2014,BWI,MLB,WASHINGTON,DC,USA,MELBOURNE,FL,USA,US,C,388,0,0,10/1/2013 0:00,9/30/2014 0:00
5648,2014,BWI,MOB,WASHINGTON,DC,USA,MOBILE,AL,USA,US,C,276,0,0,10/1/2013 0:00,9/30/2014 0:00
5649,2014,BWI,MOT,WASHINGTON,DC,USA,MINOT,ND,USA,DL,C,556,0,0,10/1/2013 0:00,9/30/2014 0:00
5650,2014,BWI,MSO,WASHINGTON,DC,USA,MISSOULA,MT,USA,DL,C,350,0,0,10/1/2013 0:00,9/30/2014 0:00
5652,2014,BWI,PSC,WASHINGTON,DC,USA,PASCO,WA,USA,UA,C,175,0,0,10/1/2013 0:00,9/30/2014 0:00
5653,2014,BWI,PSP,WASHINGTON,DC,USA,PALM SPRINGS,CA,USA,UA,C,116,0,0,10/1/2013 0:00,9/30/2014 0:00
5654,2014,BWI,RAP,WASHINGTON,DC,USA,RAPID CITY,SD,USA,UA,C,410,0,0,10/1/2013 0:00,9/30/2014 0:00
5655,2014,BWI,SBA,WASHINGTON,DC,USA,SANTA BARBARA,CA,USA,UA,C,175,0,0,10/1/2013 0:00,9/30/2014 0:00
5656,2014,BWI,SBP,WASHINGTON,DC,USA,SAN LUIS OBISPO,CA,USA,UA,C,161,0,0,10/1/2013 0:00,9/30/2014 0:00
5657,2014,BWI,SGF,WASHINGTON,DC,USA,SPRINGFIELD,MO,USA,UA,C,114,0,0,10/1/2013 0:00,9/30/2014 0:00
5658,2014,BWI,SHV,WASHINGTON,DC,USA,SHREVEPORT,LA,USA,AA,C,224,0,0,10/1/2013 0:00,9/30/2014 0:00
5659,2014,BWI,SJC,WASHINGTON,DC,USA,SAN JOSE,CA,USA,WN,C,246,0,0,10/1/2013 0:00,9/30/2014 0:00
5660,2014,BWI,SJT,WASHINGTON,DC,USA,SAN ANGELO,TX,USA,AA,C,419,0,0,10/1/2013 0:00,9/30/2014 0:00
5661,2014,BWI,SPS,WASHINGTON,DC,USA,WICHITA FALLS,TX,USA,AA,C,456,0,0,10/1/2013 0:00,9/30/2014 0:00
5662,2014,BWI,STT,WASHINGTON,DC,USA,ST. THOMAS,VI,USA,AA,C,237,0,635,10/1/2013 0:00,9/30/2014 0:00
5664,2014,BWI,SYR,WASHINGTON,DC,USA,SYRACUSE,NY,USA,US,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
5665,2014,BWI,TLH,WASHINGTON,DC,USA,TALLAHASSEE,FL,USA,US,C,302,0,0,10/1/2013 0:00,9/30/2014 0:00
5666,2014,BWI,TXK,WASHINGTON,DC,USA,TEXARKANA,TX,USA,AA,C,459,0,0,10/1/2013 0:00,9/30/2014 0:00
5668,2014,BWI,YKM,WASHINGTON,DC,USA,YAKIMA,WA,USA,DL,C,503,0,0,10/1/2013 0:00,9/30/2014 0:00
5670,2014,BZN,IAD,BOZEMAN,MT,USA,WASHINGTON,DC,USA,UA,C,296,0,0,10/1/2013 0:00,9/30/2014 0:00
5671,2014,BZN,PHX,BOZEMAN,MT,USA,PHOENIX/SCOTTSDALE,AZ,USA,DL,C,454,0,0,10/1/2013 0:00,9/30/2014 0:00
5672,2014,CAE,CAK,COLUMBIA,SC,USA,AKRON,OH,USA,US,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
5673,2014,CAE,CID,COLUMBIA,SC,USA,CEDAR RAPIDS,IA,USA,DL,C,454,0,0,10/1/2013 0:00,9/30/2014 0:00
5674,2014,CAE,CLE,COLUMBIA,SC,USA,CLEVELAND,OH,USA,UA,C,228,0,0,10/1/2013 0:00,9/30/2014 0:00
5675,2014,CAE,COS,COLUMBIA,SC,USA,COLORADO SPRINGS,CO,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
5676,2014,CAE,CSG,COLUMBIA,SC,USA,COLUMBUS,GA,USA,DL,C,426,0,0,10/1/2013 0:00,9/30/2014 0:00
5677,2014,CAE,CVG,COLUMBIA,SC,USA,CINCINNATI,OH,USA,US,C,386,0,0,10/1/2013 0:00,9/30/2014 0:00
5678,2014,CAE,DAY,COLUMBIA,SC,USA,DAYTON,OH,USA,DL,C,444,0,0,10/1/2013 0:00,9/30/2014 0:00
5679,2014,CAE,DHN,COLUMBIA,SC,USA,DOTHAN,AL,USA,DL,C,423,0,0,10/1/2013 0:00,9/30/2014 0:00
5680,2014,CAE,DSM,COLUMBIA,SC,USA,DES MOINES,IA,USA,UA,C,394,0,0,10/1/2013 0:00,9/30/2014 0:00
5681,2014,CAE,ECP,COLUMBIA,SC,USA,PANAMA CITY,FL,USA,DL,C,450,0,0,10/1/2013 0:00,9/30/2014 0:00
5682,2014,CAE,EVV,COLUMBIA,SC,USA,EVANSVILLE,IN,USA,DL,C,495,0,0,10/1/2013 0:00,9/30/2014 0:00
5683,2014,CAE,EWR,COLUMBIA,SC,USA,NEWARK,NJ,USA,UA,C,159,0,0,10/1/2013 0:00,9/30/2014 0:00
5684,2014,CAE,FAI,COLUMBIA,SC,USA,FAIRBANKS,AK,USA,DL,C,737,0,0,10/1/2013 0:00,9/30/2014 0:00
